Countries,Year,Trade_GDP,Inflation_Rate,Unemployment_Rate,LFPR,Tariff_Rate,Unemployment_Rate_Lag,Trade_GDP_Lag,Inflation_Lagged,POST_WTO,Interaction
South Korea,2004,67.9270638751076,3.59066298882578,3.42,61.816,9.25,3.348,59.4242945541732,3.51487451459939,1,232.310558452868
South Korea,2005,66.1695148242697,2.75379162735039,3.482,61.558,7.95,3.42,67.9270638751076,3.59066298882578,1,230.4022506181071
South Korea,2006,68.3749509402263,2.24234028518921,3.254,61.463,7.43,3.482,66.1695148242697,2.75379162735039,1,222.4920903594964
South Korea,2007,71.3239614988013,2.53457382137932,3.013,61.317,7.13,3.254,68.3749509402263,2.24234028518921,1,214.8990959958883
South Korea,2008,92.0833544961819,4.67389655533408,2.959,60.813,8.26,3.013,71.3239614988013,2.53457382137932,1,272.47464595420223
South Korea,2009,83.1246099057162,2.7564965449393,3.363,60.224,7.8,2.959,92.0833544961819,4.67389655533408,1,279.54806311292356
South Korea,2010,88.0278677123124,2.93928652655686,3.324,60.334,7.19,3.363,83.1246099057162,2.7564965449393,1,292.60463227572643
South Korea,2011,101.68061646213,4.0259650043609,2.992,60.636,7.32,3.324,88.0278677123124,2.93928652655686,1,304.22840445469296
South Korea,2012,101.51727207905,2.18707104433314,2.812,60.928,7.59,2.992,101.68061646213,4.0259650043609,1,285.4665690862886
South Korea,2013,94.1675235855873,1.30134754547413,3.067,61.4,7.85,2.812,101.51727207905,2.18707104433314,1,288.8117948369963
South Korea,2014,86.9342577972039,1.27477446401322,3.082,62.277,6.1,3.067,94.1675235855873,1.30134754547413,1,267.9313825309824
South Korea,2015,75.3881774564907,0.70633177245575,3.546,62.58,5.72,3.082,86.9342577972039,1.27477446401322,1,267.326477260716
South Korea,2016,69.8997221316919,0.971685739912168,3.65,62.626,8.67,3.546,75.3881774564907,0.70633177245575,1,255.13398578067543
South Korea,2017,73.1921408264016,1.94433230786366,3.653,62.91,5.05,3.65,69.8997221316919,0.971685739912168,1,267.37089043884504
South Korea,2018,74.7075162140824,1.47583935002645,3.824,62.757,4.83,3.653,73.1921408264016,1.94433230786366,1,285.6815420026511
South Korea,2020,65.544957860621,0.537288023411737,3.931,62.274,5.48,3.746,71.4470632403511,0.383000303608136,1,257.65722935010115
South Korea,2021,75.3063047610912,2.49833333333339,3.639,62.55,4.85,3.931,65.544957860621,0.537288023411737,1,274.03964302561087
South Korea,2022,90.5851475278549,5.08951365062842,2.857,63.794,5.66,3.639,75.3063047610912,2.49833333333339,1,258.80176648708147
Mexico,1995,43.6658317263397,34.9992712889592,7.095,59.401,7.25,4.436,29.1584721341582,6.96581237191123,0,0.0
Mexico,1996,47.7678235339067,34.3783832235168,5.465,59.464,14.02,7.095,43.6658317263397,34.9992712889592,0,0.0
Mexico,1997,46.4918755715735,20.6256287259247,4.235,60.784,13.08,5.465,47.7678235339067,34.3783832235168,0,0.0
Mexico,1998,48.0318841400179,15.9283950119353,3.733,60.475,13.05,4.235,46.4918755715735,20.6256287259247,0,0.0
Mexico,1999,48.0122495761105,16.5856169707538,2.598,59.699,6.59,3.733,48.0318841400179,15.9283950119353,0,0.0
Mexico,2000,49.9104091872497,9.49156149435403,2.646,59.571,15.15,2.598,48.0122495761105,16.5856169707538,0,0.0
Mexico,2001,44.7401090123173,6.36773806235037,2.627,58.936,15.24,2.646,49.9104091872497,9.49156149435403,1,117.53226637535754
Mexico,2002,45.209829259652,5.03072733151295,3.003,58.457,5.03,2.627,44.7401090123173,6.36773806235037,1,135.76511726673496
Mexico,2003,48.700416880838,4.54690012118718,3.455,58.815,15.44,3.003,45.209829259652,5.03072733151295,1,168.2599403232953
Mexico,2004,52.0406200335632,4.68840884843143,3.937,59.375,3.0,3.455,48.700416880838,4.54690012118718,1,204.88392107213832
Mexico,2005,52.5626446517886,3.98805714597437,3.558,60.12,3.0,3.937,52.0406200335632,4.68840884843143,1,187.01788967106384
Mexico,2006,54.4821160886169,3.62946762439132,3.566,60.875,2.39,3.558,52.5626446517886,3.98805714597437,1,194.28322597200784
Mexico,2007,55.2585243944498,3.96684905458235,3.628,60.921,2.41,3.566,54.4821160886169,3.62946762439132,1,200.47792650306388
Mexico,2008,56.3652818862573,5.12498274575896,3.874,60.638,1.87,3.628,55.2585243944498,3.96684905458235,1,218.3591020273608
Mexico,2009,54.5917421313503,5.29735584228856,5.356,60.556,1.61,3.874,56.3652818862573,5.12498274575896,1,292.3933708555122
Mexico,2010,59.2733845293851,4.15672722680174,5.303,60.391,5.37,5.356,54.5917421313503,5.29735584228856,1,314.3267581593292
Mexico,2011,62.1623872764498,3.40737824605742,5.175,60.526,5.37,5.303,59.2733845293851,4.15672722680174,1,321.6903541556277
Mexico,2012,64.2579318900113,4.11150981070289,4.892,61.221,5.17,5.175,62.1623872764498,3.40737824605742,1,314.3498028059353
Mexico,2013,62.6916747735807,3.80639069747204,4.921,61.033,4.87,4.892,64.2579318900113,4.11150981070289,1,308.50573156079065
Mexico,2014,64.0984090351215,4.01861608078679,4.819,60.476,1.02,4.921,62.6916747735807,3.80639069747204,1,308.89023314025053
Mexico,2015,70.412974676264,2.72064064964023,4.311,60.552,4.45,4.819,64.0984090351215,4.01861608078679,1,303.5503338293741
Mexico,2016,75.6903034088551,2.8217078474766,3.853,60.427,4.35,4.311,70.412974676264,2.72064064964023,1,291.6347390343187
Mexico,2017,76.9521260407254,6.04145724018986,3.419,60.209,1.24,3.853,75.6903034088551,2.8217078474766,1,263.09931893324017
Mexico,2018,80.2126616568975,4.89935015356551,3.275,60.429,1.21,3.419,76.9521260407254,6.04145724018986,1,262.69646692633927
Mexico,2022,88.7984855867186,7.8962761916855,3.256,60.946,1.62,4.019,83.0692976357895,5.68920847683753,1,289.12786907035576
Netherlands,2000,125.667030082421,2.36052233801958,2.725,67.804,2.41,3.622,114.327740793016,2.1571791805505,0,0.0
Netherlands,2001,119.47546387654,4.15584127195612,2.119,67.949,3.37,2.725,125.667030082421,2.36052233801958,1,253.1685079543883
Netherlands,2002,112.750024358671,3.28753104712766,2.554,67.872,2.45,2.119,119.47546387654,4.15584127195612,1,287.9635622120457
Netherlands,2003,111.30450319576,2.09199838997655,3.593,67.67,2.52,2.554,112.750024358671,3.28753104712766,1,399.9170799823657
Netherlands,2004,116.958160026939,1.26364739183177,4.646,67.423,2.24,3.593,111.30450319576,2.09199838997655,1,543.3876114851586
Netherlands,2005,122.255849523252,1.6881301786962,5.872,67.204,2.46,4.646,116.958160026939,1.26364739183177,1,717.8863484005357
Netherlands,2006,127.195613539333,1.10150106517709,5.007,67.165,2.3,5.872,122.255849523252,1.6881301786962,1,636.8684369914403
Netherlands,2007,129.798241740597,1.61385859802102,4.153,67.168,2.24,5.007,127.195613539333,1.10150106517709,1,539.0520979486993
Netherlands,2008,130.152049980117,2.48650198289457,3.658,67.152,1.72,4.153,129.798241740597,1.61385859802102,1,476.096198827268
Netherlands,2009,115.109660363107,1.18977687021548,4.352,66.818,1.85,3.658,130.152049980117,2.48650198289457,1,500.9572419002417
Netherlands,2010,130.081707935343,1.27530569556679,4.991,66.501,2.13,4.352,115.109660363107,1.18977687021548,1,649.2378043052968
Netherlands,2011,141.757099325776,2.34107017751373,4.977,66.385,1.59,4.991,130.081707935343,1.27530569556679,1,705.5250833443872
Netherlands,2012,149.393223058131,2.45554765291614,5.821,66.779,1.46,4.977,141.757099325776,2.34107017751373,1,869.6179514213806
Netherlands,2013,150.651850226949,2.50689852657875,7.241,66.735,1.49,5.821,149.393223058131,2.45554765291614,1,1090.8700474933376
Netherlands,2014,151.715891056501,0.976035079699679,7.419,66.158,2.03,7.241,150.651850226949,2.50689852657875,1,1125.5801957481808
Netherlands,2015,160.325812564809,0.600248147278776,6.872,66.465,2.02,7.419,151.715891056501,0.976035079699679,1,1101.7589839453676
Netherlands,2016,150.96552921165,0.316666666666652,6.007,66.281,2.09,6.872,160.325812564809,0.600248147278776,1,906.8499339743814
Netherlands,2017,159.646059656847,1.38145871407216,4.837,66.126,1.96,6.007,150.96552921165,0.316666666666652,1,772.2079905601689
Netherlands,2018,163.559146573044,1.70349794744479,3.832,66.382,1.83,4.837,159.646059656847,1.38145871407216,1,626.7586496679046
Netherlands,2019,160.676671884999,2.63369910249591,3.379,66.707,1.84,3.832,163.559146573044,1.70349794744479,1,542.9264742994116
Netherlands,2020,152.233230409706,1.27246037789161,3.82,66.544,1.48,3.379,160.676671884999,2.63369910249591,1,581.5309401650769
Netherlands,2021,163.154842689698,2.67572008805385,4.209,66.534,1.39,3.82,152.233230409706,1.27246037789161,1,686.7187328809388
Netherlands,2022,184.107484252682,10.0012078753473,3.526,67.229,1.33,4.209,163.154842689698,2.67572008805385,1,649.1629894749567
Singapore,1995,345.459263895462,1.72053384788524,3.3,63.683,0.33,3.03,316.216547584567,3.10013262599502,0,0.0
Singapore,1996,334.911163288092,1.38318052481876,3.57,64.226,0.05,3.3,345.459263895462,1.72053384788524,0,0.0
Singapore,1997,323.86442214814,2.00358618538962,2.5,64.737,0.05,3.57,334.911163288092,1.38318052481876,0,0.0
Singapore,1998,312.079255674686,-0.267502292876153,3.41,65.176,0.05,2.5,323.86442214814,2.00358618538962,0,0.0
Singapore,1999,336.484846412882,0.0167098337370727,4.85,65.265,0.05,3.41,312.079255674686,-0.267502292876153,0,0.0
Singapore,2000,364.364520468218,1.36162392448456,3.7,65.365,0.04,4.85,336.484846412882,0.0167098337370727,0,0.0
Singapore,2001,349.292105694978,0.997197956155943,3.76,65.461,0.04,3.7,364.364520468218,1.36162392448456,1,1313.338317413117
Singapore,2002,349.746013985676,-0.391676866585049,5.65,64.622,0.04,3.76,349.292105694978,0.997197956155943,1,1976.0649790190694
Singapore,2003,377.218564301581,0.507905300237551,5.93,64.698,0.02,5.65,349.746013985676,-0.391676866585049,1,2236.9060863083755
Singapore,2004,401.523712538509,1.66272719863072,5.84,64.569,0.0,5.93,377.218564301581,0.507905300237551,1,2344.8984812248927
Singapore,2005,420.430512920559,0.425106276569107,5.59,65.197,0.03,5.84,401.523712538509,1.66272719863072,1,2350.206567225925
Singapore,2006,425.363399543019,0.965657519018511,4.48,66.08,0.01,5.59,420.430512920559,0.425106276569107,1,1905.6280299527252
Singapore,2007,394.288471919078,2.10980166714574,3.9,65.497,0.01,4.48,425.363399543019,0.965657519018511,1,1537.7250404844042
Singapore,2008,437.326714891057,6.63544058395309,3.96,66.615,0.05,3.9,394.288471919078,2.10980166714574,1,1731.8137909685856
Singapore,2009,358.192811828842,0.589142019610516,5.86,66.57,0.06,3.96,437.326714891057,6.63544058395309,1,2099.0098773170143
Singapore,2010,369.685555787646,2.82884527612958,4.12,67.37,0.05,5.86,358.192811828842,0.589142019610516,1,1523.1044898451016
Singapore,2011,379.098631377539,5.25115624639373,3.89,67.376,0.16,4.12,369.685555787646,2.82884527612958,1,1474.6936760586268
Singapore,2012,369.212965787665,4.58084479423094,3.72,67.943,0.06,3.89,379.098631377539,5.25115624639373,1,1373.4722327301138
Singapore,2013,367.041780049019,2.36439793742726,3.86,67.768,0.07,3.72,369.212965787665,4.58084479423094,1,1416.7812709892132
Singapore,2014,360.467319166237,1.03316955857629,3.74,68.556,0.07,3.86,367.041780049019,2.36439793742726,1,1348.1477736817264
Singapore,2015,329.471398940262,-0.521975611895763,3.79,69.53,0.07,3.74,360.467319166237,1.03316955857629,1,1248.6966019835932
Singapore,2016,302.839656046574,-0.529809760375464,4.08,69.244,0.07,3.79,329.471398940262,-0.521975611895763,1,1235.585796670022
Singapore,2017,316.794409287568,0.576763191179996,4.2,68.943,0.07,4.08,302.839656046574,-0.529809760375464,1,1330.5365190077855
Singapore,2018,326.59658728675,0.438784215129623,3.613,68.581,0.24,4.2,316.794409287568,0.576763191179996,1,1179.9934698670277
Singapore,2019,324.394985115301,0.567829988405447,3.1,68.986,0.39,3.613,326.59658728675,0.438784215129623,1,1005.6244538574331
Singapore,2020,332.040805481913,-0.172111865925382,4.1,68.712,0.05,3.1,324.394985115301,0.567829988405447,1,1361.3673024758432
Singapore,2021,329.161383683762,2.31610315765146,4.64,70.686,0.0,4.1,332.040805481913,-0.172111865925382,1,1527.3088202926556
Singapore,2022,332.34956775484,6.13095418919732,3.591,69.734,0.0,4.64,329.161383683762,2.31610315765146,1,1193.4672978076305
United States,1992,19.9505945023923,3.02881967814969,7.5,65.252,3.95,6.8,19.7864481240974,4.23496396453849,0,0.0
United States,1993,20.0446187019752,2.95165696638559,6.9,65.135,3.75,7.5,19.9505945023923,3.02881967814969,0,0.0
United States,1995,22.4533816490568,2.80541968853662,5.65,65.604,2.94,6.119,21.0554591617453,2.60744159215453,0,0.0
United States,1996,22.6870719902412,2.93120419993441,5.451,65.775,2.86,5.65,22.4533816490568,2.80541968853662,0,0.0
United States,1997,23.4283210916839,2.33768993730735,5.0,66.085,2.6,5.451,22.6870719902412,2.93120419993441,0,0.0
United States,1998,22.8258909523693,1.55227909874364,4.511,66.01,3.09,5.0,23.4283210916839,2.33768993730735,0,0.0
United States,1999,23.3135637046602,2.18802719697358,4.219,66.057,2.31,4.511,22.8258909523693,1.55227909874364,0,0.0
United States,2000,25.1029953595813,3.37685727149929,3.992,66.146,2.1,4.219,23.3135637046602,2.18802719697358,0,0.0
United States,2001,22.967181335596,2.82617111885407,4.731,65.862,2.11,3.992,25.1029953595813,3.37685727149929,1,108.65773489870467
United States,2002,22.2863741094897,1.58603162650601,5.783,65.586,2.16,4.731,22.967181335596,2.82617111885407,1,128.88210147517893
United States,2003,22.6273130062789,2.27009497336115,5.989,65.22,1.96,5.783,22.2863741094897,1.58603162650601,1,135.51497759460432
United States,2004,24.4480622643257,2.67723669309172,5.529,65.001,1.79,5.989,22.6273130062789,2.27009497336115,1,135.1733362594568
United States,2005,25.6385530316517,3.3927468454955,5.084,65.049,1.75,5.529,24.4480622643257,2.67723669309172,1,130.34640361291724
United States,2006,26.9752780973197,3.22594410070404,4.623,65.175,1.7,5.084,25.6385530316517,3.3927468454955,1,124.70671064390898
United States,2007,28.0120176822667,2.85267248150138,4.622,64.994,1.55,4.623,26.9752780973197,3.22594410070404,1,129.47154572743668
United States,2008,29.8677957945319,3.839100296651,5.784,64.985,1.58,4.622,28.0120176822667,2.85267248150138,1,172.7553308755725
United States,2009,24.7595311689876,-0.355546266299747,9.254,64.368,1.71,5.784,29.8677957945319,3.839100296651,1,229.12470143781124
United States,2010,28.2198952346731,1.6400434423899,9.633,63.732,1.66,9.254,24.7595311689876,-0.355546266299747,1,271.84225079560593
United States,2011,30.8424862411943,3.156841568622,8.949,63.232,1.67,9.633,28.2198952346731,1.6400434423899,1,276.0094093724478
United States,2012,30.6818353657295,2.06933726526067,8.069,63.11,1.67,8.949,30.8424862411943,3.156841568622,1,247.57172956607138
United States,2013,30.0079539684645,1.46483265562717,7.375,62.735,1.67,8.069,30.6818353657295,2.06933726526067,1,221.30866051742566
United States,2014,30.0044781614855,1.62222297740817,6.168,62.447,1.69,7.375,30.0079539684645,1.46483265562717,1,185.0676213000426
United States,2015,27.8235649187872,0.118627135552451,5.28,62.267,1.69,6.168,30.0044781614855,1.62222297740817,1,146.90842277119643
United States,2016,26.6079620604584,1.26158320570536,4.869,62.431,1.65,5.28,27.8235649187872,0.118627135552451,1,129.55416727237196
United States,2017,27.3130208877206,2.13011000365961,4.355,62.548,1.66,4.869,26.6079620604584,1.26158320570536,1,118.94820596602322
United States,2018,27.6103792720958,2.44258329692817,3.896,62.592,1.59,4.355,27.3130208877206,2.13011000365961,1,107.57003764408523
United States,2019,26.4537594940475,1.81221007526021,3.669,62.848,13.78,3.896,27.6103792720958,2.44258329692817,1,97.05884358366028
United States,2020,23.4015629969394,1.23358439630629,8.055,61.556,1.52,3.669,26.4537594940475,1.81221007526021,1,188.49958994034685
United States,2021,25.6095576621932,4.69785886363742,5.349,61.501,1.47,8.055,23.4015629969394,1.23358439630629,1,136.98552393507143
United States,2022,27.3139397355363,8.00279982052121,3.65,61.794,1.49,5.349,25.6095576621932,4.69785886363742,1,99.6958800347075
Vietnam,1999,102.787406603958,4.11710235771736,2.33,74.509,19.2,2.29,97.0012485118429,7.2661980440096,0,0.0
Vietnam,2001,111.955937998525,-0.43154451172818,2.76,74.911,15.29,2.26,111.417094419512,-1.71033727851109,1,308.998388875929
Vietnam,2002,116.696868652499,3.83082838168467,2.12,74.416,14.73,2.76,111.955937998525,-0.43154451172818,1,247.3973615432979
Vietnam,2003,124.327954439125,3.23464817293927,2.25,74.096,11.79,2.12,116.696868652499,3.83082838168467,1,279.73789748803125
Vietnam,2004,133.016497868747,7.75494748709601,2.14,73.986,11.69,2.25,124.327954439125,3.23464817293927,1,284.6553054391186
Vietnam,2005,130.714846045026,8.28457243128677,2.078,74.247,11.35,2.14,133.016497868747,7.75494748709601,1,271.625450081564
Vietnam,2006,138.313621869598,7.41801715108463,2.046,74.596,10.21,2.078,130.714846045026,8.28457243128677,1,282.98967034519745
Vietnam,2007,154.605383996554,8.34444889773837,2.026,75.032,9.13,2.046,138.313621869598,7.41801715108463,1,313.23050797701836
Vietnam,2008,154.317479627758,23.1154483474477,1.889,75.587,5.03,2.026,154.605383996554,8.34444889773837,1,291.50571901683486
Vietnam,2009,134.706317721758,6.71698269988629,1.737,76.039,6.76,1.889,154.317479627758,23.1154483474477,1,233.98487388269368
Vietnam,2010,113.977687539714,9.20746648778413,1.114,76.268,5.02,1.737,134.706317721758,6.71698269988629,1,126.9711439192414
Vietnam,2012,123.224116745985,9.09470339557192,1.027,76.323,3.65,0.999,125.260577940829,18.6777322770707,1,126.55116789812658
Vietnam,2013,130.846354866743,6.59267475899192,1.316,77.234,3.54,1.027,123.224116745985,9.09470339557192,1,172.19380300463382
Vietnam,2014,135.410521454361,4.08455446637617,1.256,77.306,3.43,1.316,130.846354866743,6.59267475899192,1,170.07561494667743
Vietnam,2015,144.914228195237,0.631200905175754,1.848,77.43,3.14,1.256,135.410521454361,4.08455446637617,1,267.80149370479796
Vietnam,2016,145.409507973118,2.66824816969082,1.848,76.965,2.86,1.848,144.914228195237,0.631200905175754,1,268.7167707343221
Vietnam,2017,160.98008365887,3.52025688811617,1.874,77.2,2.69,1.848,145.409507973118,2.66824816969082,1,301.6766767767224
Vietnam,2018,164.663936775893,3.53962805942641,1.161,77.482,4.39,1.874,160.98008365887,3.52025688811617,1,191.17483059681177
Vietnam,2019,164.704215031408,2.7958236745225,1.681,76.615,1.66,1.161,164.663936775893,3.53962805942641,1,276.86778546779686
Vietnam,2020,163.245862814935,3.22093436652514,2.103,74.367,1.34,1.681,164.704215031408,2.7958236745225,1,343.30604949980835
Vietnam,2021,186.675832836814,1.83471554810444,2.383,73.738,1.17,2.103,163.245862814935,3.22093436652514,1,444.84850965012777
Vietnam,2022,183.153619147836,3.15650749963129,1.57,74.484,1.07,2.383,186.675832836814,1.83471554810444,1,287.5511820621025
